town,page,url,property_type,price,address,postal_code,city,bedrooms,bedroom1_surface,bedroom2_surface,bathrooms,toilets,surface_livable,terrace,terrace_surface,terrace_orientation,floor,year_built,condition,kitchen_equipment,cellar,glazing_type,elevator,entry_phone,epc_score,epc_total,epc_valid_until 
liege,19,https://immovlan.be/en/detail/studio/for-sale/4020/liege/vbc67871,Studio,125 000 €,"Quai Mativa 9 62
4020 Liege",9,Liege,,,,1,1,49 m²,Yes,3 m²,,6,1977,,,No,,Yes,,152 kWh/m²/year,,13/07/2026
liege,19,https://immovlan.be/en/detail/villa/for-sale/4000/liege/vbc69013,Villa,Price on request,"Haute-Voie 83
4000 Liege",83,Liege,4,,,,,285 m²,,,,,1989,Fully renovated,,No,,No,,150 kWh/m²/year,47861 kWh/year,05/01/2034
liege,20,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc60118,Apartment,240 000 €,"Boulevard d'Avroy 83 33
4000 Liege",83,Liege,3,,,1,2,124 m²,Yes,2 m²,,3,1966,To be renovated,Super equipped,,,Yes,,,16864 kWh/year,23/08/2034
liege,20,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc65618,Apartment,139 000 €,"Rue Saint-Gilles 138 225
4000 Liege",138,Liege,2,,,1,1,68 m²,,,,,,Normal,Fully equipped,,Double glass,,,462 kWh/m²/year,34915 kWh/year,
liege,20,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc65780,Apartment,165 000 €,"Quai du Roi Albert 26 1/B
4000 Liege",26,Liege,2,12 m²,15 m²,,1,,Yes,,,,,Normal,Fully equipped,,Double glass,,,332 kWh/m²/year,,06/06/2022
liege,20,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc66083,Apartment,184 000 €,"Rue Sainte-Aldegonde 15 1A
4000 Liege",15,Liege,2,11 m²,6 m²,1,1,77 m²,,,,,,To renovate,Fully equipped,,Double glass,Yes,Yes,223 kWh/m²/year,17114 kWh/year,
liege,20,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc66878,Apartment,275 000 €,"Boulevard Gustave Kleyer 19 34
4000 Liege",19,Liege,1,10 m²,,1,1,62 m²,Yes,20 m²,,,,Normal,Fully equipped,,Double glass,Yes,,284 kWh/m²/year,17507 kWh/year,23/04/2035
liege,20,https://immovlan.be/en/detail/apartment/for-sale/4030/grivegnee/vbc65806,Apartment,219 000 €,"Rue Bonne Femme  31
4030 Grivegnée",31,Grivegnée,4,16 m²,9 m²,2,2,165 m²,,,,,1970,Normal,Fully equipped,Yes,Double glass,No,,383 kWh/m²/year,63365 kWh/year,22/08/2032
liege,20,https://immovlan.be/en/detail/apartment/for-sale/4030/grivegnee/vbc66447,Apartment,224 000 €,4030 Grivegnée,4030,Grivegnée,2,,,1,1,82 m²,,,,1,,Normal,Super equipped,No,,No,,,,24/04/2035
liege,20,https://immovlan.be/en/detail/bungalow/for-sale/4020/liege/vbc65953,Bungalow,165 000 €,Rue du Pont de Wandre 134 4020 Liege,134,Liege,1,15 m²,,1,1,85 m²,Yes,,,,1953,Normal,,,Double glass,,,798 kWh/m²/year,68608 kWh/year,
liege,20,https://immovlan.be/en/detail/mixed-building/for-sale/4000/liege/vbc36129,Mixed,499 990 €,"Rue Jonfosse 8
4000 Liege",8,Liege,1,17 m²,,3,2,215 m²,Yes,17 m²,North-west,,,Normal,Fully equipped,,Double glass,No,Yes,330 kWh/m²/year,31226 kWh/year,
liege,20,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc65917,Residence,225 000 €,"Rue Cote d'Or 164
4000 Liege",164,Liege,3,9 m²,17 m²,1,2,100 m²,Yes,12 m²,South,,,To renovate,Partially equipped,Yes,Double glass,No,,440 kWh/m²/year,61211 kWh/year,28/02/2035
liege,20,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc66700,Residence,177 500 €,"Rue des Fontaines Roland 26
4000 Liege",26,Liege,4,,,1,,200 m²,,,,,,To be renovated,,No,,No,,362 kWh/m²/year,,28/04/2035
liege,20,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc66853,Residence,Make offer from 299 000 €,"Rue Louise Jehotte 13
4000 Liege",13,Liege,4,25 m²,13 m²,1,2,142 m²,Yes,90 m²,South-east,,,Excellent,Fully equipped,Yes,Double glass,No,,295 kWh/m²/year,60256 kWh/year,10/04/2035
liege,20,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc67123,Residence,Make offer from 219 000 €,"Rue Comhaire 74
4000 Liege",74,Liege,4,19 m²,18 m²,1,2,140 m²,Yes,30 m²,North-west,,1918,To be renovated,,Yes,Double glass,No,,364 kWh/m²/year,64042 kWh/year,22/02/2035
liege,20,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc66404,Residence,Make offer from 134 000 €,Rue Souverain Wandre 25 4020 Liege,25,Liege,3,19 m²,18 m²,1,1,116 m²,Yes,,East,,1850,To renovate,Partially equipped,Yes,Double glass,No,,556 kWh/m²/year,61386 kWh/year,06/09/2034
liege,20,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc67118,Residence,135 000 €,Rue Pré du Cygne 8 4020 Liege,8,Liege,3,18 m²,12 m²,1,1,103 m²,Yes,8 m²,South,,,Normal,Fully equipped,Yes,Double glass,No,,557 kWh/m²/year,65808 kWh/year,
liege,20,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc67150,Residence,382 500 €,Floréal 30 4020 Liege,30,Liege,4,22 m²,11 m²,3,4,186 m²,Yes,,,,2023,Under construction,,,Double glass,No,,,,
liege,20,https://immovlan.be/en/detail/residence/for-sale/4030/grivegnee/vbc66387,Residence,Price on request,4030 Grivegnée,4030,Grivegnée,4,,,1,2,186 m²,Yes,,,,1900,To be renovated,,No,,No,,351 kWh/m²/year,,20/04/2035
liege,20,https://immovlan.be/en/detail/residence/for-sale/4030/grivegnee/vbc66615,Residence,195 000 €,"Rue Vinâve 116
4030 Grivegnée",116,Grivegnée,3,,,1,1,125 m²,Yes,,,,1870,Normal,Super equipped,No,,No,,329 kWh/m²/year,,16/11/2034
liege,20,https://immovlan.be/en/detail/studio/for-sale/4000/liege/vbc65761,Studio,79 000 €,"Rue du Bosquet 6 32
4000 Liege",6,Liege,,,,1,1,46 m²,Yes,7 m²,,3,1966,To be renovated,,No,,Yes,,135 kWh/m²/year,,21/06/2031
liege,20,https://immovlan.be/en/detail/studio/for-sale/4000/liege/vbc65842,Studio,125 000 €,"Rue Grétry 2A
4000 Liege",4000,Liege,0,,,1,1,40 m²,Yes,5 m²,,3,,Normal,,,Double glass,Yes,Yes,192 kWh/m²/year,8609 kWh/year,05/04/2035
liege,21,https://immovlan.be/en/detail/apartment/for-sale/4000/glain/vbc65399,Apartment,169 000 €,"Boulevard de la Sauvenière 119 11
4000 Glain",119,Glain,1,,,1,,73 m²,,,,1,1964,,,Yes,Double glass,Yes,,260 kWh/m²/year,18979 kWh/year,09/08/2030
liege,21,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc64397,Apartment,69 000 €,"Rue des Urbanistes 3 002
4000 Liege",3,Liege,1,,,,2,67 m²,No,,,2,1977,To be renovated,,,,Yes,,220 kWh/m²/year,14699 kWh/year,03/02/2035
liege,21,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc64467,Apartment,Make offer from 160 000 €,"Avenue des Lilas 22
4000 Liege",22,Liege,2,17 m²,13 m²,1,1,,Yes,,,,,Normal,Fully equipped,,Double glass,Yes,Yes,384 kWh/m²/year,37795 kWh/year,
liege,21,https://immovlan.be/en/detail/apartment/for-sale/4000/rocourt/vbc64801,Apartment,179 000 €,Rue Lohest 95 32 4000 Rocourt,95,Rocourt,2,,,1,1,79 m²,Yes,6 m²,,,,Normal,,No,,Yes,,218 kWh/m²/year,,11/01/2028
liege,21,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc64403,Apartment,165 000 €,"Quai Orban 34 71
4020 Liege",34,Liege,2,14 m²,10 m²,1,1,84 m²,Yes,10 m²,East,7,,To renovate,Fully equipped,Yes,,Yes,Yes,156 kWh/m²/year,14669 kWh/year,09/04/2035
liege,21,https://immovlan.be/en/detail/mansion/for-sale/4020/liege/vbc64566,Mansion,790 000 €,"Avenue du Luxembourg 24
4020 Liege",24,Liege,7,,,3,,,Yes,,,,,,,No,,,,329 kWh/m²/year,214459 kWh/year,
liege,21,https://immovlan.be/en/detail/master-house/for-sale/4020/liege/vbc52175,Master,279 000 €,"Quai du Roi Albert 60
4020 Liege",60,Liege,5,,,3,3,225 m²,No,,,,,To be renovated,Super equipped,,,No,,362 kWh/m²/year,19830 kWh/year,16/01/2032
liege,21,https://immovlan.be/en/detail/mixed-building/for-sale/4020/liege/vbb96128,Mixed,250 000 €,"Rue d'Amercoeur 77
4020 Liege",77,Liege,6,,,,4,277 m²,Yes,,,,,To be renovated,Not equipped,,,No,,369 kWh/m²/year,27385 kWh/year,
liege,21,https://immovlan.be/en/detail/mixed-building/for-sale/4030/grivegnee/vbb77920,Mixed,325 000 €,"Rue Bonne-Femme 52
4030 Grivegnée",52,Grivegnée,8,,,4,4,342 m²,Yes,,,,1950,To be renovated,Not equipped,,,No,,347 kWh/m²/year,25720 kWh/year,07/05/2034
liege,21,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc64925,Residence,Make offer from 149 900 €,"Rue Sainte Marguerite 299
4000 Liege",299,Liege,2,15 m²,8 m²,1,1,76 m²,,,,,1850,Normal,Fully equipped,,Double glass,No,,424 kWh/m²/year,39815 kWh/year,22/03/2034
liege,21,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc64943,Residence,Make offer from 149 000 €,"Rue Molinvaux 208
4000 Liege",208,Liege,2,16 m²,15 m²,1,2,81 m²,Yes,24 m²,South-east,,1918,Normal,Fully equipped,Yes,Double glass,No,,400 kWh/m²/year,46713 kWh/year,29/05/2025
liege,21,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc65332,Residence,Price on request,"Rue des Poiriers 10
4000 Liege",10,Liege,4,29 m²,11 m²,2,3,210 m²,Yes,45 m²,West,,1996,Excellent,Fully equipped,Yes,Double glass,No,,234 kWh/m²/year,51023 kWh/year,11/10/2034
liege,21,https://immovlan.be/en/detail/residence/for-sale/4020/bressoux/vbc42794,Residence,110 000 €,"Rue du Chemin-de-Fer 15
4020 Bressoux",15,Bressoux,1,18 m²,,,1,100 m²,Yes,,,,,To be renovated,Fully equipped,Yes,Double glass,,,367 kWh/m²/year,42950 kWh/year,
liege,21,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc64459,Residence,Make offer from 259 000 €,"Rue Fisen 20
4020 Liege",20,Liege,5,11 m²,11 m²,1,3,130 m²,Yes,19 m²,South-west,,1874,Normal,Fully equipped,Yes,Double glass,No,Yes,362 kWh/m²/year,67649 kWh/year,04/02/2035
liege,21,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc65350,Residence,189 000 €,"Rue des Marêts 103B
4020 Liege",4020,Liege,2,15 m²,12 m²,1,1,140 m²,Yes,,South-east,,1990,Normal,,,Double glass,No,,288 kWh/m²/year,39058 kWh/year,14/03/2025
liege,21,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc65519,Residence,Make offer from 190 000 €,"Rue Général de Gaulle 55
4020 Liege",55,Liege,6,19 m²,19 m²,1,2,214 m²,Yes,,East,,,Normal,Fully equipped,Yes,Double glass,No,,378 kWh/m²/year,84544 kWh/year,06/07/2030
liege,21,https://immovlan.be/en/detail/residence/for-sale/4032/chenee/vbc65050,Residence,Make offer from 169 000 €,"Rue de l'Epargne 83
4032 Chênée",83,Chênée,3,17 m²,15 m²,1,1,108 m²,Yes,31 m²,North,,,Normal,,Yes,Double glass,No,,290 kWh/m²/year,34273 kWh/year,15/07/2034
liege,21,https://immovlan.be/en/detail/studio/for-sale/4000/liege/vbb68873,Studio,145 000 €,"Feronstrée 133 41
4000 Liege",133,Liege,,,,,1,52 m²,No,,,4,1950,Excellent,Super equipped,No,,Yes,,278 kWh/m²/year,13923 kWh/year,11/01/2028
liege,21,https://immovlan.be/en/detail/studio/for-sale/4020/liege/vbc65516,Studio,Make offer from 65 000 €,4020 Liege,4020,Liege,1,7 m²,,1,1,36 m²,,,,,1989,Fully renovated,,,,No,,270 kWh/m²/year,,
liege,21,https://immovlan.be/en/detail/studio/for-sale/4020/liege/vbc65517,Studio,Make offer from 65 000 €,4020 Liege,4020,Liege,1,7 m²,,1,1,34 m²,,,,,1989,To renovate,,,,No,,1510 kWh/m²/year,,
liege,22,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc22254,Apartment,239 000 €,"Rue des Dominicains 8-10 62
4000 Liege",62,Liege,2,,,,1,93 m²,,,,6,,Normal,Super equipped,No,,Yes,,482 kWh/m²/year,,
liege,22,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc22255,Apartment,239 000 €,"des Dominicains 8-10 61
4000 Liege",61,Liege,2,,,,1,99 m²,No,,,6,,Normal,Super equipped,,,Yes,,406 kWh/m²/year,,17/01/2035
liege,22,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc63634,Apartment,Make offer from 220 000 €,"de Campine 468 053
4000 Liege",468,Liege,2,14 m²,12 m²,1,2,111 m²,,,,5,,Normal,Fully equipped,Yes,Double glass,Yes,Yes,209 kWh/m²/year,22909 kWh/year,22/02/2034
liege,22,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc64153,Apartment,175 000 €,Rue Bernalmont 2 104 4000 Liege,2,Liege,1,23 m²,,1,1,69 m²,Yes,,,0,,Normal,Partially equipped,Yes,Double glass,Yes,Yes,146 kWh/m²/year,15169 kWh/year,
liege,22,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc64402,Apartment,155 000 €,"Quai du Roi Albert 26 0041
4020 Liege",26,Liege,2,14 m²,12 m²,1,1,80 m²,Yes,10 m²,South,4,,To renovate,Super equipped,Yes,Double glass,Yes,Yes,168 kWh/m²/year,15074 kWh/year,26/03/2035
liege,22,https://immovlan.be/en/detail/loft/for-sale/4020/liege/vbb83417,Loft,290 000 €,"Quai de la Derivation 44
4020 Liege",44,Liege,2,,,2,2,99 m²,Yes,6 m²,,3,2022,New,Super equipped,,Double glass,Yes,Yes,63 kWh/m²/year,6034 kWh/year,
liege,22,https://immovlan.be/en/detail/loft/for-sale/4020/liege/vbb83418,Loft,360 000 €,"Quai de la Derivation 44
4020 Liege",44,Liege,3,,,2,2,128 m²,Yes,12 m²,,2,2022,New,Super equipped,,Double glass,Yes,Yes,57 kWh/m²/year,7085 kWh/year,
liege,22,https://immovlan.be/en/detail/master-house/for-sale/4000/liege/vbc64039,Master,569 000 €,"Rue Louvrex 101
4000 Liege",101,Liege,6,35 m²,18 m²,1,,,,,,,1875,To renovate,,Yes,Double glass,No,Yes,339 kWh/m²/year,110944 kWh/year,27/01/2035
liege,22,https://immovlan.be/en/detail/mixed-building/for-sale/4000/liege/vbc63484,Mixed,299 000 €,"Rue saint leonard 426
4000 Liege",426,Liege,3,15 m²,19 m²,2,2,255 m²,Yes,35 m²,,,,Normal,,Yes,,,Yes,311 kWh/m²/year,76229 kWh/year,13/04/2035
liege,22,https://immovlan.be/en/detail/penthouse/for-sale/4020/liege/vbc17035,Penthouse,469 000 €,"Rue des Bonnes Villes 15 101
4020 Liege",15,Liege,3,13 m²,18 m²,1,3,160 m²,Yes,16 m²,South,10,2023,New,Super equipped,Yes,Double glass,Yes,Yes,97 kWh/m²/year,15 kWh/year,
liege,22,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc63017,Residence,Make offer from 270 000 €,"Naniot 110
4000 Liege",110,Liege,4,,,1,3,,Yes,,,,1961,,Fully equipped,Yes,Double glass,,,545 kWh/m²/year,75944 kWh/year,
liege,22,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc63614,Residence,Make offer from 249 000 €,"Rue Louis Boumal 59
4000 Liege",59,Liege,4,17 m²,15 m²,1,2,140 m²,Yes,17 m²,South-east,,1959,To renovate,Partially equipped,Yes,Double glass,No,,425 kWh/m²/year,70255 kWh/year,04/04/2035
liege,22,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc64037,Residence,150 000 €,"Rue de l'Hippodrome 112
4000 Liege",112,Liege,3,,,1,1,129 m²,Yes,20 m²,,,,To be renovated,,,,No,,455 kWh/m²/year,58711 kWh/year,07/06/2033
liege,22,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc64275,Residence,Make offer from 149 000 €,"Rue d'Awans 35
4000 Liege",35,Liege,2,16 m²,12 m²,1,1,76 m²,Yes,14 m²,South-west,,1955,To be renovated,,Yes,Double glass,No,,442 kWh/m²/year,47417 kWh/year,04/04/2035
liege,22,https://immovlan.be/en/detail/residence/for-sale/4020/bressoux/vbc62502,Residence,149 000 €,"Rue aux Frênes 13
4020 Bressoux",13,Bressoux,2,13 m²,7 m²,1,1,91 m²,Yes,13 m²,,,1957,To renovate,Partially equipped,Yes,,No,,423 kWh/m²/year,46369 kWh/year,
liege,22,https://immovlan.be/en/detail/residence/for-sale/4020/jupille/vbc62106,Residence,149 000 €,"Rue Marie-Louise Naveau 19
4020 Jupille",19,Jupille,2,14 m²,13 m²,1,1,70 m²,Yes,10 m²,,,,Fully renovated,Fully equipped,,,No,,303 kWh/m²/year,25620 kWh/year,30/10/2033
liege,22,https://immovlan.be/en/detail/residence/for-sale/4030/grivegnee/vbc63697,Residence,299 000 €,"Rue de Herve 238
4030 Grivegnée",238,Grivegnée,4,16 m²,14 m²,2,2,199 m²,Yes,,,,1932,Normal,,Yes,Double glass,No,,254 kWh/m²/year,50418 kWh/year,18/03/2035
liege,22,https://immovlan.be/en/detail/residence/for-sale/4031/angleur/vbc62501,Residence,209 000 €,"Rue du Val Benoit 44
4031 Angleur",44,Angleur,3,12 m²,14 m²,1,2,115 m²,Yes,10 m²,South,,,To be renovated,Partially equipped,,Double glass,No,,370 kWh/m²/year,52159 kWh/year,
liege,22,https://immovlan.be/en/detail/residence/for-sale/4032/chenee/vbc62915,Residence,315 000 €,"Rue des Mauvaises Vignes 26
4032 Chênée",26,Chênée,3,19 m²,11 m²,2,2,172 m²,Yes,15 m²,East,,1966,Normal,Fully equipped,,Double glass,No,,359 kWh/m²/year,61681 kWh/year,27/10/2033
liege,22,https://immovlan.be/en/detail/residence/for-sale/4032/chenee/vbc63069,Residence,Make offer from 219 000 €,"Rue des Grands-Prés 58
4032 Chênée",58,Chênée,5,16 m²,14 m²,1,1,130 m²,Yes,30 m²,South,,,Fully renovated,Fully equipped,Yes,Double glass,No,Yes,266 kWh/m²/year,51021 kWh/year,11/01/2035
liege,23,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc60120,Apartment,280 000 €,"Quai de Rome 70 11
4000 Liege",70,Liege,3,,,1,2,168 m²,Yes,10 m²,,1,,To be renovated,Super equipped,,,Yes,,149 kWh/m²/year,24996 kWh/year,
liege,23,https://immovlan.be/en/detail/apartment/for-sale/4020/bressoux/vbc61073,Apartment,Make offer from 99 000 €,"Rue du Moulin 128 0011
4020 Bressoux",128,Bressoux,2,11 m²,8 m²,1,1,63 m²,,,,1,1918,Normal,Partially equipped,Yes,Double glass,No,,161 kWh/m²/year,10434 kWh/year,29/01/2035
liege,23,https://immovlan.be/en/detail/apartment/for-sale/4020/bressoux/vbc61074,Apartment,Make offer from 99 000 €,"Rue du Moulin 128 0021
4020 Bressoux",128,Bressoux,2,11 m²,8 m²,1,1,63 m²,,,,2,1918,Normal,Partially equipped,Yes,Double glass,No,,151 kWh/m²/year,9819 kWh/year,29/01/2035
liege,23,https://immovlan.be/en/detail/apartment/for-sale/4020/bressoux/vbc61075,Apartment,Make offer from 99 000 €,"Rue du Moulin 128 0031
4020 Bressoux",128,Bressoux,2,11 m²,8 m²,1,1,57 m²,,,,3,1918,Normal,Partially equipped,Yes,Double glass,No,,170 kWh/m²/year,11063 kWh/year,03/02/2035
liege,23,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc59866,Apartment,Make offer from 119 500 €,"Boulevard de la Constitution 55 11
4020 Liege",55,Liege,1,12 m²,,1,1,45 m²,Yes,,,1,,To renovate,Fully equipped,,Double glass,Yes,,181 kWh/m²/year,7699 kWh/year,28/09/2033
liege,23,https://immovlan.be/en/detail/apartment/for-sale/4031/angleur/vbc61304,Apartment,150 000 €,"Quai des Ardennes 144
4031 Angleur",144,Angleur,1,15 m²,,1,1,69 m²,Yes,4 m²,,5,,Normal,Partially equipped,Yes,,Yes,Yes,326 kWh/m²/year,22591 kWh/year,11/04/2035
liege,23,https://immovlan.be/en/detail/mixed-building/for-sale/4031/angleur/vbc61209,Mixed,485 000 €,"Rue du Chêne 17
4031 Angleur",17,Angleur,,,,,,305 m²,,,,,2003,To be renovated,Not equipped,,Simple glass,,No,369 kWh/m²/year,0 kWh/year,
liege,23,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc60328,Residence,129 000 €,"Rue Saint Léonard 122
4000 Liege",122,Liege,4,17 m²,10 m²,1,,136 m²,Yes,,,,,To renovate,,,,No,,434 kWh/m²/year,71579 kWh/year,12/03/2035
liege,23,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc61540,Residence,Make offer from 239 900 €,"Rue Saint Nicolas 221
4000 Liege",221,Liege,3,20 m²,15 m²,1,2,135 m²,Yes,5 m²,South,,,Fully renovated,Fully equipped,Yes,Double glass,No,,247 kWh/m²/year,43492 kWh/year,
liege,23,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc61541,Residence,Make offer from 299 900 €,"Rue Sainte Marguerite 226
4000 Liege",226,Liege,6,15 m²,11 m²,2,3,242 m²,Yes,20 m²,North,,1900,Normal,Partially equipped,Yes,Double glass,No,,253 kWh/m²/year,61069 kWh/year,24/03/2035
liege,23,https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbc61726,Residence,Make offer from 240 000 €,"Rue des Glacis 149
4000 Liege",149,Liege,4,,,1,1,,,,,,1934,To be renovated,,Yes,,,,299 kWh/m²/year,61438 kWh/year,
liege,23,https://immovlan.be/en/detail/residence/for-sale/4020/bressoux/vbc61043,Residence,150 000 €,"Rue colompré 54
4020 Bressoux",54,Bressoux,5,19 m²,11 m²,1,3,182 m²,,,,,,To be renovated,,,Double glass,,,364 kWh/m²/year,80569 kWh/year,
liege,23,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc60850,Residence,Make offer from 139 000 €,"Rue Charles Lejeune 65
4020 Liege",65,Liege,4,14 m²,13 m²,2,2,132 m²,Yes,20 m²,North-west,,,To be renovated,Partially equipped,Yes,,No,,409 kWh/m²/year,76169 kWh/year,10/02/2034
liege,23,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc60861,Residence,175 000 €,"Rue Général de Gaulle 182
4020 Liege",182,Liege,2,,,1,,122 m²,Yes,30 m²,,,,Fully renovated,Fully equipped,Yes,Double glass,,Yes,496 kWh/m²/year,44826 kWh/year,
liege,23,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc61242,Residence,245 000 €,"Rue de Fétinne 7
4020 Liege",7,Liege,5,,,3,,163 m²,Yes,25 m²,,,,To be renovated,,,,No,,244 kWh/m²/year,13151 kWh/year,02/12/2034
liege,23,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc61708,Residence,Make offer from 229 000 €,Rue Floréal 30 4020 Liege,30,Liege,4,11 m²,12 m²,2,1,162 m²,Yes,30 m²,South,,2023,Under construction,,,Double glass,No,,,,
liege,23,https://immovlan.be/en/detail/residence/for-sale/4020/liege/vbc61773,Residence,Make offer from 165 000 €,"Rue Théodore Cuitte 65
4020 Liege",65,Liege,2,19 m²,15 m²,1,1,74 m²,Yes,,South-west,,1918,Normal,Fully equipped,Yes,Double glass,No,,137 kWh/m²/year,17126 kWh/year,23/03/2035
liege,23,https://immovlan.be/en/detail/residence/for-sale/4031/angleur/vbc60158,Residence,315 000 €,"Rue Renory, 20
4031 Angleur",20,Angleur,5,,,,,272 m²,Yes,24 m²,,,,,,,,,,597 kWh/m²/year,18010 kWh/year,
liege,23,https://immovlan.be/en/detail/residence/for-sale/4031/angleur/vbc60860,Residence,265 000 €,"Devant l'Aîte 18
4031 Angleur",18,Angleur,4,,,2,2,197 m²,Yes,84 m²,South-west,,,Fully renovated,Fully equipped,Yes,Double glass,,,284 kWh/m²/year,55824 kWh/year,
liege,23,https://immovlan.be/en/detail/residence/for-sale/4032/chenee/vbc61845,Residence,224 000 €,"Rue des Grands-Prés 157
4032 Chênée",157,Chênée,3,11 m²,20 m²,1,1,123 m²,Yes,14 m²,South-west,,1899,Normal,Fully equipped,Yes,Double glass,No,,240 kWh/m²/year,29402 kWh/year,23/12/2034
liege,24,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc51709,Apartment,139 000 €,4000 Liege,4000,Liege,1,,,1,1,50 m²,Yes,,,7,,Normal,,No,,Yes,,392 kWh/m²/year,,24/10/2030
liege,24,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc59220,Apartment,249 000 €,"Charles magnette 2 3
4000 Liege",2,Liege,2,15 m²,11 m²,1,1,89 m²,,,,,,Normal,,Yes,Double glass,Yes,Yes,142 kWh/m²/year,13770 kWh/year,
liege,24,https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vbc59761,Apartment,199 000 €,"Rue Louvrex 58
4000 Liege",58,Liege,2,13 m²,14 m²,1,1,70 m²,,,,4,,Normal,Fully equipped,Yes,Double glass,Yes,Yes,240 kWh/m²/year,,17/01/2023
liege,24,https://immovlan.be/en/detail/apartment/for-sale/4020/liege/vbc51710,Apartment,149 000 €,4020 Liege,4020,Liege,1,,,1,1,60 m²,Yes,,,,,Normal,,No,,Yes,,325 kWh/m²/year,,20/09/2032
liege,24,https://immovlan.be/en/detail/apartment/for-sale/4030/grivegnee/vbc59342,Apartment,249 000 €,"Rue de Herve 283
4030 Grivegnée",283,Grivegnée,3,12 m²,12 m²,2,2,125 m²,Yes,70 m²,,,1948,Normal,,Yes,Double glass,No,,307 kWh/m²/year,24210 kWh/year,06/02/2029
liege,24,https://immovlan.be/en/detail/apartment/for-sale/4030/grivegnee/vbc59343,Apartment,169 900 €,"Rue de Herve 283
4030 Grivegnée",283,Grivegnée,2,17 m²,16 m²,1,1,105 m²,Yes,,,1,1948,Normal,,Yes,Double glass,No,,179 kWh/m²/year,19531 kWh/year,16/10/2027
liege,24,https://immovlan.be/en/detail/apartment/for-sale/4032/chenee/vbc34405,Apartment,145 000 €,"Quai des Ardennes 157 46
4032 Chênée",157,Chênée,3,11 m²,10 m²,1,,102 m²,Yes,,,,,To be renovated,,,Double glass,Yes,Yes,176 kWh/m²/year,17989 kWh/year,
liege,24,https://immovlan.be/en/detail/duplex/for-sale/4000/liege/vbc58943,Duplex,Make offer from 129 000 €,"Rue Saint Leonard 149
4000 Liege",149,Liege,3,17 m²,30 m²,2,2,115 m²,,,,,1950,To be renovated,Partially equipped,,Double glass,No,,377 kWh/m²/year,39662 kWh/year,
liege,24,https://immovlan.be/en/detail/mixed-building/for-sale/4000/liege/vbc58106,Mixed,Make offer from 329 000 €,"Rue de la Cathédrale 6
4000 Liege",6,Liege,5,21 m²,19 m²,5,5,178 m²,Yes,11 m²,North-east,,1930,To renovate,,Yes,Double glass,No,,215 kWh/m²/year,7822 kWh/year,01/04/2035
liege,24,https://immovlan.be/en/detail/mixed-building/for-sale/4020/liege/vbc59364,Mixed,Make offer from 189 000 €,"Rue Herman Reuleaux 22
4020 Liege",22,Liege,6,14 m²,13 m²,6,6,146 m²,,,,,1918,To renovate,Partially equipped,,Double glass,No,,235 kWh/m²/year,5393 kWh/year,09/12/2024
